classname,numberOfVersionsUntil:,numberOfFixesUntil:,numberOfRefactoringsUntil:,numberOfAuthorsUntil:,linesAddedUntil:,maxLinesAddedUntil:,avgLinesAddedUntil:,linesRemovedUntil:,maxLinesRemovedUntil:,avgLinesRemovedUntil:,codeChurnUntil:,maxCodeChurnUntil:,avgCodeChurnUntil:,ageWithRespectTo:,weightedAgeWithRespectTo:,bugs,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs 
org::eclipse::jdt::internal::compiler::ast::MarkerAnnotation,15,7,1,5,122.0,42.0,813.333,35.0,12.0,233.333,87.0,42.0,5.8,222.714,284.005,0,0,0,0,0
org::eclipse::jdt::internal::compiler::ast::FloatLiteral,25,6,0,4,298.0,84.0,11.92,271.0,84.0,10.84,27.0,27.0,1.08,367.0,104.058,0,0,0,0,0
org::eclipse::jdt::internal::compiler::ast::WhileStatement,79,7,0,7,902.0,235.0,114.177,844.0,235.0,106.835,58.0,57.0,0.734177,367.0,685.146,0,0,0,0,0
org::eclipse::jdt::internal::formatter::DefaultCodeFormatterOptions,111,57,0,7,6733.0,874.0,606.577,4555.0,882.0,41.036,2178.0,446.0,196.216,246.571,236.463,2,1,0,0,0
org::eclipse::jdt::internal::core::ClasspathValidation,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0,1,0,1,1,0
org::eclipse::jdt::internal::compiler::lookup::ProblemPackageBinding,17,4,0,4,79.0,32.0,464.706,77.0,32.0,452.941,2.0,5.0,0.117647,367.0,543.436,0,0,0,0,0
org::eclipse::jdt::internal::core::search::JavaSearchDocument,20,2,0,7,147.0,40.0,7.35,112.0,29.0,5.6,35.0,14.0,1.75,236.0,155.666,0,0,0,0,0
org::eclipse::jdt::core::dom::Statement,36,8,0,6,336.0,136.0,933.333,236.0,136.0,655.556,100.0,26.0,277.778,333.143,503.992,0,0,0,0,0
org::eclipse::jdt::internal::compiler::ast::Statement,59,8,0,7,611.0,103.0,103.559,655.0,108.0,111.017,-44.0,42.0,-0.745763,367.0,828.071,0,0,0,0,0
org::eclipse::jdt::core::dom::ImportDeclaration,46,12,0,8,785.0,183.0,170.652,377.0,183.0,819.565,408.0,121.0,886.956,333.143,85.287,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::select::SelectionOnFieldReference,29,4,0,5,160.0,60.0,551.724,145.0,60.0,5.0,15.0,8.0,0.517241,367.0,545.152,0,0,0,0,0
org::eclipse::jdt::internal::core::PackageDeclaration,39,3,0,8,169.0,49.0,433.333,151.0,49.0,387.179,18.0,8.0,0.461538,367.0,686.407,0,0,0,0,0
org::eclipse::jdt::core::dom::CompilationUnitResolver,155,33,0,12,3557.0,272.0,229.484,2821.0,285.0,18.2,736.0,156.0,474.839,333.143,123.398,0,0,0,0,0
org::eclipse::jdt::internal::core::TypeVector,25,4,0,4,259.0,106.0,10.36,270.0,109.0,10.8,-11.0,7.0,-0.44,367.0,366.702,0,0,0,0,0
org::eclipse::jdt::internal::compiler::ast::FalseLiteral,24,5,0,4,160.0,67.0,666.667,167.0,67.0,695.833,-7.0,6.0,-0.291667,367.0,698.107,0,0,0,0,0
